N1	N2	O1	O2	P1	P2	Q1	Q2	R1	R2	S1	S2	T1	T2	U1	U2	W1	W2	W3	W4	gene.names
1010	991	1507	1032	1406	1216	2524	1431	1105	454	509	771	378	723	517	354	583	701	599	300	CAGL0I07491g
1253	1236	1145	832	1201	1222	1386	758	1063	470	447	663	321	504	465	406	357	443	1306	1345	CAGL0I07513g
1736	1100	2528	1548	1847	1451	1486	1151	1813	734	736	1541	854	972	846	665	747	840	182	179	CAGL0I07535g
1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	2	0	0	CAGL0I07546r
1741	1262	2246	1550	1749	1912	1676	1283	1594	850	893	1152	934	1484	960	590	962	1101	1220	1251	CAGL0I07557g
4431	3385	5796	3784	4313	3926	4516	2799	4635	1895	2399	3688	3244	3290	3146	1528	2017	2447	992	1029	CAGL0I07579g
503	356	533	282	594	503	413	254	324	171	206	272	134	277	212	173	184	204	491	485	CAGL0I07601g
944	741	998	645	850	850	935	648	816	514	281	620	234	328	275	400	475	508	346	363	CAGL0I07623g
1326	1077	1731	1166	1479	1375	1383	865	1376	862	694	1043	774	906	768	706	748	846	328	288	CAGL0I07645g
1248	785	1686	1548	1266	1484	1079	1075	1235	1373	603	1008	1216	898	1131	1380	1093	1361	183	183	CAGL0I07667g
1027	702	1359	876	1164	1006	799	573	943	350	424	580	703	633	745	359	525	541	192	175	CAGL0I07689g
152	127	184	186	186	173	260	145	215	88	67	150	121	91	145	112	73	75	75	73	CAGL0I07711g
1115	1012	1173	754	1279	955	1319	619	1196	505	326	713	351	460	502	483	382	402	528	418	CAGL0I07733g
1390	1096	1679	1241	1259	1218	1231	861	1426	545	440	1104	491	532	475	485	549	580	740	634	CAGL0I07755g
406	402	476	344	392	425	342	239	355	275	227	316	210	341	198	272	291	359	240	248	CAGL0I07777g
3140	1937	4296	3178	3220	3082	3235	2418	3515	2049	1324	2251	2206	1654	2359	2288	1570	1827	337	275	CAGL0I07799g
2500	2140	4067	2991	2486	2693	3079	1824	1596	767	2144	2766	1199	2652	1166	934	962	1003	4247	3837	CAGL0I07821g
142	89	78	64	128	99	102	78	91	44	29	39	82	76	79	44	89	94	114	132	CAGL0I07837g
23872	21047	15875	9732	28557	25404	21176	16712	28653	8413	2308	3721	14604	7210	12734	4515	5646	6510	10459	9753	CAGL0I07843g
1879	2059	307	198	2120	2032	1863	978	432	196	210	263	79	249	1498	1487	202	205	5088	5108	CAGL0I07865g
509	574	432	320	335	400	567	283	286	175	347	325	83	414	137	170	192	220	1677	1631	CAGL0I07887g
1149	903	1840	1170	1440	1277	1221	720	1329	445	479	1228	444	947	555	556	776	784	1113	1073	CAGL0I07909g
839	414	1270	967	928	760	723	666	806	443	383	847	771	477	842	569	490	631	135	101	CAGL0I07931g
757	584	673	488	718	562	838	475	509	213	203	344	228	302	353	295	228	300	558	521	CAGL0I07953g
1338	1108	1466	1042	939	978	1355	1071	1011	583	554	855	442	549	387	275	615	723	876	890	CAGL0I07969g
4049	2146	6237	5166	4492	4641	3743	3511	4499	2880	2113	3558	4306	2611	4288	3412	2514	2887	162	140	CAGL0I07975g
1190	733	1705	1102	1332	1077	1078	703	1319	587	329	1031	480	468	611	610	600	621	95	85	CAGL0I07997g
820	772	754	541	823	735	817	426	683	264	243	445	202	380	380	380	299	315	959	839	CAGL0I08019g
359	293	461	341	391	460	427	302	359	170	155	370	189	264	172	106	213	235	200	228	CAGL0I08041g
558	491	653	424	601	586	660	391	599	327	179	545	146	255	248	345	332	356	396	347	CAGL0I08063g
1099	748	1412	1065	1573	1586	1123	771	981	722	515	1139	764	810	679	637	849	939	676	782	CAGL0I08085g
1230	1049	1376	1096	1148	1337	1513	972	1097	694	593	990	658	874	777	668	565	625	637	546	CAGL0I08107g
44	40	44	32	42	34	36	17	22	4	24	40	14	29	12	7	12	15	118	90	CAGL0I08151g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I08173r
1320	1189	1508	997	1308	1252	1455	814	1356	983	462	990	520	639	545	687	712	804	644	599	CAGL0I08195g
2968	2692	3092	1888	3014	2704	3126	1614	2673	882	755	1799	658	1085	1200	695	1081	1145	1291	1303	CAGL0I08217g
3744	3676	4446	2766	3747	3402	5313	3515	4168	2195	1214	2614	973	1652	1373	1406	1839	1950	3348	2981	CAGL0I08239g
1148	972	1356	952	1235	1105	1214	780	1114	658	442	866	478	586	586	632	513	552	651	557	CAGL0I08261g
2712	2690	2293	1553	2363	2172	2471	1513	1846	743	1086	1119	713	1347	935	467	740	965	2174	2263	CAGL0I08283g
514	1035	203	127	300	302	605	184	199	80	163	137	60	189	161	71	105	113	1692	1770	CAGL0I08305g
9083	7305	11560	8325	9909	9081	8797	6418	10069	3795	4357	6454	6306	5748	7222	3611	3696	4323	967	898	CAGL0I08327g
1554	1178	1887	1500	1543	1668	1822	1245	1623	1319	597	1340	855	908	1035	1364	1102	1172	878	817	CAGL0I08349g
895	621	881	564	788	708	834	450	744	257	277	500	288	417	382	219	304	323	264	312	CAGL0I08371g
5613	3654	6829	5145	5552	5622	4351	3640	5377	3408	2342	3265	4355	3266	4484	3702	2836	3421	528	446	CAGL0I08393g
702	551	575	322	569	461	583	366	489	178	180	360	163	236	268	206	211	250	466	450	CAGL0I08415g
850	744	990	709	944	848	845	544	734	389	264	495	307	346	394	401	377	414	359	328	CAGL0I08437g
3551	3041	3768	2648	3644	3476	3086	1935	3054	1139	1501	1963	1820	2131	2610	1206	1253	1497	1352	1277	CAGL0I08459g
953	850	1302	1103	1107	1397	1185	947	896	590	685	794	532	875	431	335	794	917	805	800	CAGL0I08481g
210	271	321	244	262	293	260	167	267	185	210	194	180	268	186	177	245	266	232	270	CAGL0I08503g
726	678	875	673	761	732	789	482	703	490	397	410	389	604	318	347	489	563	828	827	CAGL0I08525g
2485	1710	3827	2341	2624	1999	2284	1443	2706	1212	1319	1881	2546	1774	2552	1317	1278	1517	49	54	CAGL0I08547g
911	822	1194	716	955	826	1014	527	963	381	366	763	252	480	391	257	428	417	430	370	CAGL0I08569g
317	305	180	147	384	348	221	106	90	61	45	47	38	70	218	203	67	88	292	256	CAGL0I08591g
802	506	994	779	896	1000	446	358	566	270	316	283	495	407	635	317	490	595	113	74	CAGL0I08613g
803	676	1074	1084	897	1211	787	627	875	932	474	670	479	663	663	1054	958	1104	1194	1165	CAGL0I08635g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I08657r
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I08679r
1090	1049	1172	1096	1069	1328	1252	934	895	594	534	638	457	726	574	534	580	646	1210	1161	CAGL0I08701g
680	680	881	595	897	973	804	579	699	401	320	491	216	378	188	243	419	379	805	687	CAGL0I08723g
1372	1234	1198	823	1313	1056	1357	712	1042	418	362	784	253	462	526	423	393	417	705	648	CAGL0I08745g
550	485	732	568	569	609	615	512	593	366	310	526	413	381	491	346	392	432	436	455	CAGL0I08767g
732	550	786	533	673	668	604	414	569	355	326	450	352	408	456	385	369	396	310	312	CAGL0I08789g
201	150	202	154	189	182	180	105	175	103	30	148	33	54	59	106	103	96	145	127	CAGL0I08811g
3729	3540	4146	3384	3770	4121	4784	3100	3295	2738	2026	2781	1777	2748	1962	2347	2438	2727	5860	5756	CAGL0I08833g
836	814	907	578	745	779	799	475	674	435	399	629	410	563	410	410	464	537	429	355	CAGL0I08855g
2269	2140	3249	2339	2810	3276	2986	1999	2100	1798	1434	1523	1065	1694	921	1100	1761	1929	2280	2218	CAGL0I08877g
767	638	800	555	739	633	883	601	738	399	194	512	236	281	309	353	324	348	371	311	CAGL0I08899g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I08921r
19	16	27	20	17	16	22	8	11	6	7	15	6	4	3	12	18	29	37	48	CAGL0I08943g
2057	2390	2187	1382	2133	1911	2403	1574	1790	985	1162	1219	814	1563	912	756	973	971	2820	2682	CAGL0I08965g
673	879	512	467	656	630	919	803	384	162	159	294	294	295	402	278	177	204	342	246	CAGL0I08987g
455	576	333	225	403	416	474	270	162	114	150	141	75	201	115	102	159	174	1294	1284	CAGL0I09009g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I09020r
378	356	386	318	360	447	425	304	344	286	196	239	181	294	202	233	256	313	481	449	CAGL0I09042g
1235	927	1589	1135	1463	1329	1311	783	1175	691	661	940	719	778	974	749	623	739	630	578	CAGL0I09064g
93	133	168	132	157	131	143	72	145	43	83	88	40	84	61	61	104	117	188	171	CAGL0I09086g
129	116	244	117	198	134	98	47	176	81	113	122	87	149	101	59	106	118	153	145	CAGL0I09108g
508	443	519	340	459	455	446	257	439	186	167	323	135	232	267	239	161	192	616	556	CAGL0I09130g
480	259	633	536	474	581	433	440	488	565	132	459	200	201	270	703	425	437	72	68	CAGL0I09152g
255	206	365	323	253	272	278	255	266	225	134	276	130	194	152	186	147	222	78	85	CAGL0I09174g
643	342	793	514	692	544	569	411	531	242	166	439	209	172	330	313	309	334	141	113	CAGL0I09196g
1050	963	1101	815	977	979	1120	746	918	458	419	672	440	485	537	455	486	477	578	474	CAGL0I09218g
1433	974	1790	1434	1432	1645	1470	1220	1350	1264	678	700	1156	1035	1090	1331	1179	1436	271	268	CAGL0I09240g
480	368	515	415	414	496	428	367	340	204	238	207	223	290	208	150	271	344	743	732	CAGL0I09262g
1878	1689	2023	1831	1462	1740	1561	1297	1149	809	854	815	693	1002	723	688	893	1138	3165	2962	CAGL0I09284g
233	227	225	201	217	320	251	233	208	196	100	142	107	210	131	191	197	222	594	635	CAGL0I09306g
459	482	621	421	576	553	553	354	546	232	240	236	281	374	257	132	254	295	305	268	CAGL0I09328g
2363	1413	3536	2643	2343	2228	2123	1904	2478	1652	1041	1813	2029	1329	1991	1775	1508	1773	317	248	CAGL0I09350g
745	568	889	723	922	1062	881	614	612	472	423	492	410	489	339	350	638	747	677	702	CAGL0I09372g
1127	946	652	471	1015	1042	1014	706	491	326	389	477	611	730	581	429	572	636	1101	1120	CAGL0I09394g
471	332	500	346	427	390	432	275	368	220	153	314	174	245	240	236	203	225	283	265	CAGL0I09416g
494	364	731	498	582	521	501	410	558	352	241	424	375	295	366	384	326	322	38	43	CAGL0I09438g
381	354	403	287	370	308	471	319	414	190	95	257	59	123	72	75	175	177	235	236	CAGL0I09460g
2158	2450	3909	2526	2605	2434	3329	1424	3134	1174	1917	2589	583	2597	426	295	1691	1906	1984	2419	CAGL0I09482g
747	985	1489	1012	778	769	1042	449	1288	805	976	1206	166	1254	99	110	1040	1154	774	881	CAGL0I09504g
423	416	468	352	453	476	436	383	398	379	189	275	191	237	216	292	300	276	311	297	CAGL0I09526g
1937	1647	2865	1969	2659	2714	2550	1655	1965	1255	1162	1584	997	1347	928	775	1236	1392	1768	1631	CAGL0I09548g
1623	1604	1851	1431	1680	1796	1634	1308	1496	892	621	794	734	865	926	758	722	841	476	527	CAGL0I09570g
1412	1317	1100	1194	1451	1709	2054	1996	820	1227	199	254	891	443	1081	1348	650	867	92	102	CAGL0I09592g
3325	2710	3664	2016	3074	2368	3201	1612	3058	1006	1189	2152	1479	1595	1590	1057	1118	1233	687	666	CAGL0I09614g
458	421	478	319	450	436	447	300	391	169	203	323	173	228	246	237	240	228	369	315	CAGL0I09636g
197	169	257	264	228	307	258	230	198	209	86	208	90	89	115	173	149	181	189	197	CAGL0I09658g
100	84	100	69	100	109	90	76	84	47	31	56	20	55	32	45	50	38	106	90	CAGL0I09680g
219	120	464	300	100	68	127	123	82	32	47	95	92	68	53	24	83	129	202	147	CAGL0I09702g
105	44	280	184	168	99	38	37	49	19	48	61	121	68	99	42	90	116	19	10	CAGL0I09724g
628	509	460	375	1030	1010	410	280	400	301	172	180	355	319	867	871	286	352	735	722	CAGL0I09746g
692	483	737	650	644	789	665	563	601	507	295	523	348	357	456	593	414	448	537	549	CAGL0I09768g
12468	6642	18103	13329	13495	12772	10092	7994	14199	6943	6666	10112	13588	9003	14617	8439	6654	7678	348	301	CAGL0I09790g
2614	2774	5309	4133	3420	3782	3530	1742	3685	1868	2725	3598	979	3939	1254	996	2564	3171	1175	1563	CAGL0I09812g
2	0	3	3	6	0	0	0	2	0	4	2	0	3	3	3	1	3	3	3	CAGL0I09834g
378	133	552	670	260	470	149	224	149	156	133	122	175	231	152	289	335	436	353	251	CAGL0I09856g
4033	4319	7289	5060	4203	4328	4188	2185	4856	1883	3481	3795	1704	4364	1061	723	3003	2899	1748	1818	CAGL0I09878g
363	282	424	288	389	357	359	170	350	188	158	322	201	217	217	166	196	218	85	97	CAGL0I09900g
892	746	1204	812	1065	976	835	506	837	375	518	848	410	704	454	337	465	508	324	259	CAGL0I09922g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I09944r
404	450	387	261	479	478	539	254	308	204	149	250	105	245	135	177	203	233	1139	1091	CAGL0I09966g
525	495	570	368	566	488	656	352	600	305	269	397	288	381	347	223	254	257	398	406	CAGL0I09988g
460	447	38	27	63	58	423	295	531	381	79	53	36	50	317	248	19	18	40	30	CAGL0I10010g
0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	CAGL0I10032r
502	431	344	316	466	534	422	321	207	126	118	145	114	184	288	294	126	161	1497	1420	CAGL0I10054g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I10076r
373	336	330	217	263	246	345	260	286	148	117	119	170	138	145	132	181	227	163	158	CAGL0I10098g
3	0	0	1	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	CAGL0I10125g
202	125	181	119	148	115	214	118	73	31	61	76	59	73	102	81	242	252	399	349	CAGL0I10147g
0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	CAGL0I10200g
156	154	260	124	132	109	247	92	96	85	59	86	83	78	89	77	159	163	268	301	CAGL0I10211g
97	67	145	114	73	90	99	124	95	76	20	76	37	35	26	27	93	92	52	39	CAGL0I10224g
81	118	115	93	59	67	174	93	114	75	44	42	35	60	12	23	90	82	39	44	CAGL0I10246g
1484	1412	1224	822	1413	1400	1341	748	796	459	473	676	421	695	676	641	681	767	2959	2705	CAGL0I10296g
1413	1007	1512	1008	1452	1298	1324	768	1247	520	250	830	337	414	516	532	539	540	477	450	CAGL0I10318g
150	136	212	116	138	130	131	51	132	46	49	96	47	72	44	47	82	89	88	98	CAGL0I10340g
95	77	137	96	137	131	88	50	85	47	38	34	64	68	48	24	41	52	35	43	CAGL0I10362g
2216	1545	4014	2740	2586	2129	2056	1332	2449	1084	726	1172	2771	1500	1364	911	592	686	3976	3109	CAGL0I10384g
2884	2817	3266	2345	3207	3104	3895	2952	2901	1696	1303	1799	1120	1845	1474	1026	1619	1658	3716	3751	CAGL0I10406g
1489	1374	1596	1135	1409	1406	1666	1105	1544	677	518	1029	501	678	617	548	648	658	926	784	CAGL0I10428g
32	28	21	14	22	31	32	20	21	9	2	10	3	9	2	1	3	6	13	13	CAGL0I10450g
2099	2057	2187	1656	1888	2221	2520	2160	1495	825	823	763	699	1269	704	498	1051	1223	3104	3238	CAGL0I10472g
4808	4163	5483	4975	5161	6074	4522	3495	3752	1928	1536	1481	2242	2088	3184	2336	1841	2071	6164	5746	CAGL0I10494g
4150	4160	3100	2443	3857	4322	3928	2294	2536	1621	1702	1991	1424	2152	2715	2536	1617	1627	12803	12602	CAGL0I10516g
745	492	915	658	751	768	777	593	840	572	276	655	400	368	370	426	409	431	259	219	CAGL0I10538g
3441	1775	4877	3082	3830	3114	2843	2131	3628	1616	839	2496	1581	1086	2414	2187	1323	1567	107	102	CAGL0I10560g
264	233	224	164	294	281	227	132	163	98	81	160	76	117	118	155	109	127	1122	1126	CAGL0I10582g
115	85	123	106	216	253	107	64	72	53	75	79	59	79	66	76	61	62	162	155	CAGL0I10604g
1138	906	1337	940	1284	1151	1063	661	1240	428	293	699	350	358	525	439	438	451	576	581	CAGL0I10626g
22951	15829	36220	25112	26486	27236	23016	17624	28592	12420	15414	19039	18718	21277	19164	12404	13899	15301	2989	2443	CAGL0I10648g
1370	761	1991	1370	1592	1305	1193	987	1535	925	433	1101	669	484	948	1262	844	922	58	36	CAGL0I10670g
0	1	1	3	2	0	3	0	3	0	0	0	3	3	2	0	1	0	0	0	CAGL0I10703r
1124	665	907	673	1057	1128	855	789	662	418	128	548	136	216	325	498	493	541	1057	1189	CAGL0I10725g
4429	2996	2798	2150	3167	2938	3359	2253	3032	1583	1185	1769	1479	1398	2540	2163	1511	1736	2402	1948	CAGL0I10747g
994	754	1123	937	1054	1250	1038	918	1065	773	384	829	540	571	766	848	544	609	649	601	CAGL0I10769g
729	841	331	286	853	786	1206	1051	427	208	73	149	283	171	906	619	108	168	250	208	CAGL0I10791g
505	403	557	402	596	507	533	342	524	340	128	376	152	173	304	379	259	312	249	248	CAGL0I10813g
1011	789	1146	735	999	856	1107	661	957	317	412	678	517	537	628	320	379	405	241	208	CAGL0I10835g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I10857r
964	745	986	568	1078	925	865	508	812	470	356	636	471	455	829	803	466	507	451	415	CAGL0I10879g
1354	1070	1194	1030	1195	1354	1422	923	1279	871	390	1006	437	513	683	883	685	723	700	617	CAGL0I10901g
1258	1260	1593	1151	1680	1446	1610	1157	1206	730	714	839	595	926	660	604	710	744	1169	1111	CAGL0I10923g
1796	1703	1861	1226	1826	1756	1780	1145	1502	783	862	1081	750	1198	768	684	967	978	1811	1698	CAGL0I10945g
7537	7707	9423	6404	8182	8220	9046	6315	9048	5064	4859	6763	3658	5680	4703	3952	4971	5017	5943	5564	CAGL0I10967g
870	698	1094	762	1086	1066	1012	650	929	419	464	734	508	625	447	252	433	496	449	445	CAGL0I10989g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0I11011g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0J00105g
21	26	41	51	24	36	28	50	20	66	10	8	4	14	15	32	57	58	44	42	CAGL0J00110g
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0J00116g
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0J00143r
31722	21778	43936	24417	33377	26308	33099	16740	40446	11215	21217	26389	31886	27435	31418	10238	13368	15776	550	669	CAGL0J00165g
719	643	715	419	856	714	919	384	627	244	214	497	181	314	323	248	227	261	1625	1530	CAGL0J00187g
408	337	687	474	466	473	408	300	475	308	202	431	230	289	221	232	287	382	98	104	CAGL0J00209g
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAGL0J00231r
1269	1004	862	762	1023	1136	1258	779	885	575	315	604	348	513	671	925	437	557	1230	1226	CAGL0J00253g
1546	980	2353	2036	1779	2034	1375	1240	1669	1333	889	1440	1275	1341	1340	1476	1338	1729	345	353	CAGL0J00275g
953	799	1327	867	1073	1028	948	547	874	428	439	896	503	591	567	481	544	574	215	143	CAGL0J00297g
625	527	802	624	711	786	512	389	668	572	285	607	376	460	486	608	520	580	334	273	CAGL0J00319g
1194	970	1591	985	1387	1116	921	452	1122	342	712	1084	785	948	1229	688	538	547	361	305	CAGL0J00341g
33	16	94	71	41	42	22	13	47	29	43	70	65	48	44	36	27	61	10	9	CAGL0J00363g
1011	569	1585	1235	932	917	692	608	971	468	624	1097	953	784	726	616	769	891	126	83	CAGL0J00385g
796	707	990	580	798	738	891	464	706	311	383	606	369	552	444	328	305	341	852	688	CAGL0J00407g
5159	4107	6942	5041	3829	3753	4844	4004	4246	2987	2184	3154	2148	2477	1999	2313	2201	2458	5569	5277	CAGL0J00429g
572	108	225	310	1271	1765	49	42	24	12	334	195	235	2843	3927	2400	80	61	11121	6761	CAGL0J00451g
4825	2658	7527	5626	5643	5401	3948	3920	5508	3670	2296	4319	5045	3091	4943	4293	3455	4032	282	284	CAGL0J00473g
1530	1343	1803	1106	1828	1489	1439	789	1363	732	650	1081	767	942	919	739	774	856	338	310	CAGL0J00495g
265	200	247	189	257	235	180	122	212	99	74	115	93	82	87	61	74	49	69	41	CAGL0J00517g
1794	1494	1867	1297	1833	1873	1788	1165	1411	831	825	1242	744	1241	1344	1270	994	1120	1201	1112	CAGL0J00539g
1677	2574	4217	2461	1568	1923	2492	1202	2748	1172	4516	3543	654	5770	348	263	4145	4634	2280	2556	CAGL0J00561g
2573	2936	2379	1505	2426	2271	3035	1505	2166	979	1132	1287	873	1501	1128	758	924	895	5634	5750	CAGL0J00583g
5524	5538	6958	4314	5812	5234	7711	5294	6033	3341	2380	3194	2135	3379	2611	2048	2526	2608	4543	4178	CAGL0J00605g
796	731	1010	620	875	755	992	482	808	337	369	568	391	532	476	248	307	330	820	774	CAGL0J00627g
3160	2389	4950	3752	3697	3804	3792	2661	4724	1759	1714	2291	2998	2331	2553	1384	1473	1776	253	259	CAGL0J00649g
2160	1623	3101	2164	2755	2954	2575	1943	2107	1113	1062	1500	1283	1342	1109	851	1326	1383	1705	1421	CAGL0J00671g
1965	1650	2125	1445	2291	1795	2146	1171	1741	628	646	1182	742	765	1276	928	539	594	1184	1096	CAGL0J00693g
29	33	41	49	31	42	27	40	40	18	15	38	41	34	13	16	32	32	24	21	CAGL0J00715g
21686	15680	29300	26809	22350	28638	22748	20483	26257	22369	12013	15292	18274	15810	18366	18378	17392	20633	928	1048	CAGL0J00737g
3018	2274	3900	2443	3372	2661	3390	1916	3361	1310	613	2295	858	979	1321	1531	1449	1482	1135	1152	CAGL0J00759g
4242	3394	5071	4082	4235	4490	4299	3082	4249	2612	1767	2765	2095	2276	2650	2579	2225	2371	2001	1833	CAGL0J00781g
1477	1559	910	713	1317	1350	1716	982	915	548	390	491	265	543	468	625	363	367	3518	3314	CAGL0J00803g
756	726	654	474	741	781	712	520	548	301	287	237	274	428	350	273	287	377	1383	1328	CAGL0J00825g
8434	7211	5090	4732	11687	13885	6477	5355	4792	4125	1744	1406	8891	7543	6111	5410	6771	8961	8048	7014	CAGL0J00847g
429	316	570	478	507	555	451	372	487	300	218	239	408	329	319	290	316	436	56	30	CAGL0J00869g
1077	715	1404	1070	1131	1155	870	778	941	533	435	591	829	567	726	695	783	842	88	86	CAGL0J00891g
206	164	212	164	218	190	205	117	170	69	100	111	101	129	122	71	81	96	82	67	CAGL0J00913g
677	541	1022	677	856	818	780	431	769	270	369	429	375	505	344	192	387	428	325	343	CAGL0J00935g
3282	1839	5132	4845	3688	4421	2747	3229	3586	2903	1745	2784	3767	2418	3646	3498	2667	3282	185	174	CAGL0J00957g
196	142	205	137	173	163	142	112	148	66	133	146	85	172	107	57	133	140	77	82	CAGL0J00968g
0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	CAGL0J00979r
470	540	351	240	409	450	610	324	369	246	247	261	131	334	175	161	203	210	1391	1313	CAGL0J01001g
430	199	740	523	567	518	330	350	430	315	191	358	434	255	394	339	373	428	10	9	CAGL0J01023g
2452	1199	3655	2580	2743	2397	1887	1592	2439	1130	1030	2206	2100	1315	2189	1359	1252	1342	57	38	CAGL0J01045g
690	593	693	522	621	590	730	470	610	330	293	492	256	393	363	360	358	383	397	366	CAGL0J01067g
372	324	370	365	372	425	410	341	326	192	213	214	221	266	253	202	215	283	323	279	CAGL0J01089g
1469	1237	1342	914	1360	1278	1365	727	1263	495	619	758	553	812	766	531	570	664	1013	955	CAGL0J01111g
2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	CAGL0J01133r
1662	1199	2013	1943	1744	2147	1636	1510	1650	1769	932	1278	1368	1254	1333	1766	1630	2086	1106	1115	CAGL0J01155g
858	716	958	690	768	863	745	578	750	334	256	281	368	321	362	298	296	268	406	354	CAGL0J01177g
961	790	1148	748	1044	1065	1109	719	883	505	420	576	365	501	394	363	456	485	710	637	CAGL0J01199g
465	293	484	392	439	467	415	398	387	260	190	326	210	254	235	229	338	320	214	206	CAGL0J01221g
333	262	390	220	316	309	328	172	287	143	161	265	142	226	168	156	154	194	210	181	CAGL0J01243g
1750	1175	2422	2037	1941	2056	1384	1350	1725	998	566	622	1180	824	1312	985	1063	1373	52	47	CAGL0J01265g
1205	1497	1169	1008	1264	1576	1396	860	925	679	589	429	395	838	548	504	885	1078	2792	2494	CAGL0J01287g
1423	1218	1517	1474	1319	1785	1505	1236	1402	1573	689	897	796	953	835	1392	1126	1288	1445	1323	CAGL0J01309g
1008	649	332	277	1001	1131	322	187	168	59	169	143	91	204	781	337	138	134	6095	6433	CAGL0J01331g
1490	1437	1436	893	1347	1275	1490	1014	1148	488	597	667	491	756	663	431	584	582	1513	1475	CAGL0J01353g
811	695	987	628	732	708	743	436	712	262	322	603	232	394	225	225	350	363	447	391	CAGL0J01375g
152	146	123	74	116	131	123	43	100	48	55	93	52	115	102	62	66	62	399	422	CAGL0J01397g
2179	1907	2083	1338	2048	1956	2136	1203	1666	887	769	1072	724	995	849	826	787	819	1803	1677	CAGL0J01419g
555	542	2079	1921	890	1146	892	625	2403	698	1012	1037	464	1393	235	106	288	365	658	587	CAGL0J01441g
14	13	170	155	48	52	22	7	136	32	86	54	18	103	8	1	40	47	11	11	CAGL0J01463g
836	679	1118	1005	939	1174	983	687	1011	584	399	503	477	675	462	381	693	801	179	162	CAGL0J01485g
1879	1564	1873	1209	1803	1476	1961	1021	1760	610	609	1142	659	747	964	657	656	695	919	784	CAGL0J01507g
1914	1449	1999	1610	1655	1748	1636	1094	1791	903	763	1349	758	846	1012	823	820	876	1870	1708	CAGL0J01529g
